SQUARE_FT,TARGET(PRICE_IN_LACS)
850.2772643,23
850.2772643,23
850.2772643,23
850.2673797,15.9
850.2598016,18
850.2598016,18
850.2386635,28.5
850.2289078,26
850.2289078,26
850.2289078,13
850.2289078,13
850.2289078,26
850.2289078,26
850.2170767,23.5
850.2024291,21
850.2024291,21
850.2024291,21
850.2024291,21
850.1920615,33.2
850.19056,29
850.19056,29
850.19056,29
850.1838235,18.5
850.1838235,37
850.1838235,37
850.1794823,45
850.1709667,54.7
850.1594049,24
850.1594049,24
850.1594049,24
850.1594049,16
850.1594049,24
850.1594049,32
850.1594049,32
850.1594049,40
850.1594049,16
850.1594049,16
850.1594049,24
850.1594049,40
850.1594049,16
850.1594049,40
850.1594049,40
850.1594049,40
850.1594049,24
850.1594049,32
850.1594049,16
850.1563833,29.9
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1335924,35
850.1259446,27
850.1259446,27
850.1259446,13.5
850.1259446,40.5
850.1259446,27
850.1201257,46
850.1177086,32.5
850.1118568,38
850.1118568,38
850.1118568,38
850.1118568,38
850.1118568,19
850.0991782,30
850.0991782,60
850.0991782,30
850.0991782,30
850.0991782,60
850.0991782,30
850.0991782,30
850.0991782,30
850.0991782,30
850.0991782,30
850.0991782,30
850.0877075,63
850.0772798,22
850.0772798,33
850.0772798,22
850.0772798,16.5
850.0772798,22
850.0772798,44
850.0772798,33
850.0772798,22
850.0772798,22
850.0772798,33
850.0772798,22
850.0772798,22
850.0772798,16.5
850.0772798,22
850.0772798,55
850.0659534,58
850.0647668,52.5
850.0590319,36
850.0510031,25
850.0510031,50
850.0510031,50
850.0510031,25
850.0510031,25
850.0510031,25
850.0510031,25
850.0510031,25
850.0510031,25
850.0510031,50
850.0464869,64
850.043592,19.5
850.043592,19.5
850.043592,78
850.0380614,67
850.0380614,67
850.0380614,67
850.0323206,26.3
850.0323206,26.3
850.0303582,28
850.0303582,28
850.0303582,42
850.0303582,28
850.0303582,28
850.0303582,28
850.0303582,42
850.0303582,42
850.0303582,56
850.0303582,28
850.0303582,140
850.0303582,28
850.0303582,42
850.0258704,230
850.0258704,230
850.0239069,160
850.0232883,36.5
850.0188893,45
850.0188893,45
850.0188893,45
850.0188893,45
850.0188893,45
850.0188893,45
850.0158881,53.5
850.0137099,62
850.0137099,31
850.0137099,31
850.0137099,31
850.0088543,48
850.0088543,96
850.0088543,48
850.0088543,96
850.0065385,130
850.0028333,150
850.0028333,150
850,27.2
850,34
850,27.2
850,27.2
850,30.6
850,51
850,17
850,85
850,37.4
850,170
850,27.2
850,51
850,42.5
850,18.7
850,85
850,51
850,170
850,42.5
850,68
849.9932001,62.5
849.9906594,91
849.9885137,37
849.9787505,80
849.9787505,20
849.9703499,43
849.9586826,72
849.9501496,34.1
849.9413834,14.5
849.9386155,90
849.9271491,35
849.8991645,59
849.8583569,30
849.8583569,36
849.8583569,45
849.8583569,30
849.8583569,36
849.8583569,15
849.8583569,30
849.8309995,35.2
849.8129343,15.9
849.7489378,22
849.7167611,51
849.7079129,16
849.7011102,19.9
849.7011102,19.9
849.6732026,16.9
849.6732026,16.9
849.6732026,16.9
849.583761,74.5
849.5670996,78.5
849.5670996,78.5
849.3518105,19
849.2731446,11.1
849.2731446,11.1
849.2601726,55.1
849.2089119,26.3
849.1023775,17.5
849.0766292,40
849.0566038,45
849.0566038,45
849.0300815,30.2
849.0165558,60
848.985725,22.6
848.8651043,46
848.7778673,31.6
848.7179487,33.1
848.6486486,31.4
848.6307553,28.2
848.590526,29.2
848.3594443,28.7
848.2523444,19.9
848.1314604,32
848.1110254,33
848.1012658,20.1
848.0917935,34
848.0692891,47
848,21.2
847.9366874,30
847.8931141,33
847.8605388,32.1
847.8091781,32.7
847.7719493,160
847.711928,33.9
847.6977568,35.9
847.4065139,28.1
847.2222222,30.5
847.0225873,33
847.0132699,210
846.7878514,150
846.7085369,36.4
846.5011287,120
846.3165993,44
846.2867012,24.5
846.1538462,55
846.1131676,48
846.0236887,260
845.9614536,230
845.8873761,210
845.5944529,100
845.2535761,26
845.210474,25.5
845.1957295,19
845.1957295,19
845.18246,170
845.1519537,29.2
845.1404425,34
845.1190066,49
845.1156812,26.3
845.0984291,170
845.0704225,24
845.0704225,75
845.0704225,75
845.0704225,21
845.0704225,45
845.0704225,36
845.0406676,160
845.007783,38
845.0024143,35
845.0024143,35
845.0024143,140
844.9074074,36.5
844.8442017,26.3
844.8175722,320
844.7368421,32.1
844.6951888,53.9
844.515342,180
844.5040214,50.4
844.4714459,13.9
844.2056792,22
844,21.1
843.9836026,140
843.9545298,24.5
843.8818565,50
843.6876822,110
843.4256055,19.5
842.4226301,190
842.4226301,190
842.2664625,22
842.2416586,26
842.1052632,40
842.0718144,26.5
842.0281896,46
841.6327676,180
841.1214953,45
840.8234271,29
840.4966571,26.4
840.3361345,16
840.3361345,20
840.3361345,15
840.3361345,17
840.3361345,18
840.1551056,39
840.1503427,38
840.1453224,37
840.1453224,37
840.1453224,18.5
840.1344215,35
840.1344215,35
840.1344215,35
840.1284902,170
840.1155159,32
840.1155159,32
840.1084011,31
840.1084011,15.5
840.1084011,31
840.1008121,30
840.1008121,30
840.0926999,72.5
840.0840084,28
840.0746733,54
840.0746733,27
840.0537634,25
840.0460299,36.5
840.0420021,120
840.0273009,160
840.015273,22
840.0103386,32.5
840.003953,85
840,42
840,21
840,21
840,42
840,42
840,21
840,25.2
839.9440037,18
839.8656215,30
839.8133748,27
839.7932817,26
839.762767,160
839.7171479,28.5
839.657678,52
839.5378691,32.7
839.4736842,31.9
839.2973325,64.5
839.1273076,35
839.1273076,35
838.9932082,42
838.6789673,370
838.1839348,36
838.1351493,16
838.0381087,95
838.0291865,58
837.8378378,15.5
837.3870744,72.3
837.0616251,58
836.9981558,59
836.858006,55.4
836.6762178,29.2
836.3636364,230
836.1204013,40
836.0427311,180
836.0128617,23.4
835.2668213,25.2
835.2474421,120
835.2315869,22
835.0730689,24
835.0730689,80
835.0730689,40
835.0730689,28
835.0424846,57
835.00334,100
834.9926988,62.9
834.8987685,40
834.747767,300
834.747767,300
834.6813329,25.8
834.5939179,160
834.5939179,160
834.2857143,29.2
834.2022941,32
834.0649693,38
834.028357,40
833.8983051,24.6
833.7965536,30
833.6983501,57.1
833.6602589,170
833.6602589,170
833.6112037,50
833.3333333,17.5
833.3333333,120
833.25618,180
833.25618,180
833.1404767,36
833.1320937,34.5
833.0177963,22
832.9679965,38
832.7781479,25
832.4991658,49.9
832.4324324,30.8
832.4228708,160
832.2698774,150
832.2698774,150
832.2087269,74
832.1985172,110
832.1985172,220
832.1445554,35
832.1198253,40
831.8708319,23.7
831.8708319,23.7
831.8345324,18.5
831.8083514,100
831.5789474,31.6
831.2551953,150
831.1564949,35
831.0249307,39
831.0249307,33
831.0249307,45
830.9248555,34.5
830.8605341,28
830.81571,16.5
830.6294614,320
830.3349017,270
830.3093671,270
830.2767589,24.9
830.2364197,210
830.179754,35.1
830.1776872,28.5
830.1578661,30.5
830.1404853,39
830.1404853,26
830.1215535,28
830.1215535,28
830.1158301,43
830.1051467,30
830.1051467,45
830.0863967,49
830.0567934,38
830.0506472,29.5
830.0395257,21
830.0395257,42
830.0252616,23
830.0132802,50
830,66.4
830,83
830,24.9
829.9472638,96
829.9472638,96
829.8850575,36.1
829.8755187,28
829.8755187,32
829.8755187,42
829.6405711,33.7
829.3370945,29.4
829.3370945,29.4
829.1673849,48.1
829.0749817,79.5
829.0481687,79
829.0322581,25.7
828.7063893,100
828.7063893,100
828.7063893,100
828.6377196,400
828.6148322,120
828.4833961,24.2
828.125,26.5
828.1110116,18.5
828.0887711,25
828.0621047,72
828.0127694,41.5
828.0104093,70
828.0104093,35
827.2727273,27.3
827.2351257,26
827.2276058,35
827.2006389,290
827.2006389,290
827.0938534,47.5
827.000447,37
826.9194072,390
826.3974972,140
826.3527281,36.5
826.2856032,170
826.0447036,34
826.0118645,110
825.8602711,39.6
825.7237226,170
825.6501995,120
825.3664755,25.9
825.3012048,13.7
825.2284114,28
825.1676122,32
825.1561106,37
825.1473477,42
825.1404494,23.5
825.1167618,31.8
825.0825083,25
825.0825083,30
825.0825083,40
825.0825083,40
825.0825083,45
825.0825083,45
825.0825083,35
825.0825083,35
825.054723,98
825.0424654,68
825.0424654,34
825.0371267,150
825.0355619,29
825.0068751,90
825.0068751,90
825,330
824.9852681,42
824.9463785,50
824.9312557,27
824.9027237,53
824.9027237,53
824.8880509,35
824.8730964,39
824.742268,49.6
824.5877061,49.5
824.5614035,47
824.0626288,100
824.0317627,110
824.0317627,110
824.0197007,87
823.8507055,18.1
823.782235,23
823.6842105,31.3
823.5998802,27.5
823.3580341,130
823.3333333,24.7
823.3333333,24.7
823.1558378,33.7
823.0452675,34
823.0452675,40
823.0452675,20
823.0452675,16
823.0452675,110
823.0452675,30
822.9639871,250
822.8195283,30
822.8034088,28
822.6144182,110
822.2682422,67.5
822.2454776,110
822.2222222,22.2
822.2222222,25.9
822.0786847,42
821.9898731,250
821.9567691,28.9
821.9178082,33
820.9080248,49
820.9057327,60
820.8569954,15.9
820.802005,26.2
820.6811654,140
820.4791598,100
820.4791598,100
820.4334365,15.9
820.3883495,16.9
820.2833706,22
820.2833706,22
820.256776,23
820.2099738,25
820.2099738,25
820.2099738,25
820.2099738,25
820.1892744,26
820.1892744,26
820.1892744,26
820.1701094,27
820.1701094,27
820.152314,28
820.152314,42
820.1411406,43
820.1278843,29.5
820.1202843,30
820.1202843,30
820.1202843,45
820.1202843,30
820.1105366,46
820.0922604,16
820.0875374,35.6
820.0754469,50
820.0754469,50
820.0754469,50
820.0562324,35
820.0562324,35
820.0455581,18
820.0455581,18
820.0455581,18
820.0455581,18
820.035461,37
820.034063,130
820.0258956,190
820.0197936,58
820.0168209,39
820.0168209,19.5
820.0082001,140
820.0082001,40
820.0040494,81
820.0040494,81
820,28.7
820,41
819.990296,16.9
819.9409643,25
819.9121523,28
819.8961465,30
819.6721311,17
819.6721311,24
819.6721311,21.5
819.6721311,24
819.5926285,16.9
819.5876289,15.9
819.5876289,15.9
819.2,51.2
819.1747573,27
819.0327613,42
818.6046512,17.6
818.4851728,130
818.4851728,130
818.3306056,20
818.1074448,30
818.0216461,130
817.916261,25.2
817.6100629,28.6
817.4253549,16.7
817.3273396,100
817.3207037,30.2
817.2605427,25
817.2362556,22
817.1912833,27
817.1206226,42
817.0515098,46
817.0228048,91
816.8599902,50
816.8491699,370
816.8491699,370
816.5374677,15.8
816.2031439,27
816.1599674,40
816.1044614,22.5
815.876516,37
815.4059681,23.5
815.3756552,14
815.2327221,28.9
815.2173913,27
815.1620135,40
815.1382824,28
815.0851582,33.5
815.0701798,33.1
815.0646431,87
815.056313,55
815.056313,27.5
815.0248051,23
814.995925,50
814.9316509,31
814.9010477,21
814.8148148,22
814.6982807,72.5
814.2857143,45.6
814.000814,40
813.9314783,43
813.5135135,30.1
813.2974127,320
813.2974127,320
813.1241084,34.2
813.0682238,110
813.0682238,110
813.0081301,45
813.0081301,40
813.0081301,17
813.0081301,320
813.0081301,16
813.0081301,240
812.9346942,90
812.8429181,240
812.5,26
812.3270632,320
812.083807,50
811.987894,110
811.987894,110
811.6385911,15.9
811.4285714,28.4
810.9642365,100
810.9360519,35
810.7692308,52.7
810.3727715,15
810.3214124,17.9
810.1851852,35
810.1851852,35
810.1851852,21
810.1598423,37
810.1371001,39
810.1265823,32
810.1016727,24.7
810.1016727,24.7
810.0979653,21.5
810.0810081,27
810.0810081,18
810.0810081,45
810.0810081,27
810.0679878,56
810.0654947,23.5
810.0445525,20
810.0445525,40
810.0445525,20
810.0445525,40
810.0289296,42
810.0289296,42
810.0272851,95
810.0240476,64
810.0147275,33
810.0147275,33
810.0081001,180
810.0017609,46
810,40.5
809.9625392,160
809.9453758,43
809.9352052,30
809.9215389,32
809.8727343,21
809.5854922,100
809.5854922,100
809.5854922,100
809.5455985,230
808.9631599,42.6
808.9607965,39
808.7930319,19.5
808.4541202,140
808.3333333,38.8
808.3265747,29.9
808.0126041,35.9
807.9719903,30
807.9324275,22
807.847663,28
807.4382187,33
807.4283407,20
807.3631519,50
807.3196986,30
807.3196986,30
807.1428571,22.6
807.1428571,22.6
807.0844076,72
807.0078632,58.5
807.0054945,23.5
806.6477503,19.9
806.5020319,25.8
806.1561011,22
806.1492313,43
806.1265619,20
806.122449,39.5
806.1153579,290
806.0801474,35
806.0033352,29
805.9132093,16.9
805.8667096,100
805.5235903,98
805.3097345,18.2
805.3055424,17
805.1784023,25.5
805.1529791,40
805.1529791,25
805.0679689,61
805.0603795,70
805.0603795,28
805.040252,23
805.0120752,230
804.9535604,13
804.8848182,29
804.8649615,45
804.86158,59.6
804.7437526,19
804.0809269,46.5
803.9982616,37
803.7922506,19.5
803.7908038,22.9
803.6363636,44.2
803.1301483,39
803.1206976,35
803.083842,25
803.0481658,470
802.572041,33.7
802.3340627,110
802.2999265,240
802.0415603,22
802.0050125,160
802.0002831,340
801.7741385,23.5
801.6085791,29.9
801.1215702,40
801.1049724,14.5
801.0986496,35
801.0118044,95
800.6198347,31
800.5634464,68.2
800.330033,19.4
800.2013085,15.9
800.1939864,16.5
800.1828989,17.5
800.1641362,19.5
800.1488649,21.5
800.1488649,21.5
800.1422475,22.5
800.1361934,23.5
800.1361934,23.5
800.1049318,30.5
800.0984737,32.5
800.090151,35.5
800.0719166,44.5
800.0703359,45.5
800,34
800,95
800,42
800,27
800,35
800,35
800,13
800,25
800,44
800,160
800,60
800,26
800,81
800,22
800,21
800,35
800,200
800,22
800,50
800,11
800,95
800,27
800,46.4
800,14.8
800,25
800,20
800,88
800,22.4
800,25
800,20
800,20
800,30
800,35
800,18
800,42
800,32
800,55
800,27
800,37
800,60
800,29
800,24
800,30
800,35
800,60
800,22
800,40
800,35
800,50
800,20
800,33
800,19
800,35
800,30
800,120
800,31
800,55
800,20
800,95
800,25
800,19
800,29
800,25
800,35
800,49
800,80
800,21
800,30
800,70
800,75
800,45
800,37
800,42
800,15
800,26
800,50
800,25
800,60
800,110
800,27
800,40
800,24.4
800,25
800,65
800,24
800,50
800,98
800,55
800,26.4
800,22
800,150
800,32
800,15
800,25
800,13
800,32
800,37
800,50
800,22
800,87
800,22.4
800,170
800,80
800,30
800,30
800,35
800,20
800,29
800,70
800,62.4
800,32
800,83
800,24.4
800,18
800,80
800,30
800,13
800,28
800,300
800,26
800,63
800,20
800,28
800,12
800,20
800,32
800,24
800,26
800,20
800,38
800,40
800,29
800,22
800,28
800,81
800,14
800,25
800,20
800,22
800,30
800,36
800,23
800,30
800,25
800,22
800,29
800,20
800,30
800,26
800,40
800,20
800,39.4
800,22
800,35
800,35
800,56
800,81
800,31
800,32
800,40
800,350
800,140
800,60
800,40
800,35
800,25
800,24
800,45
800,160
800,28
800,35
800,11
800,35
800,25
800,34
800,38.4
800,40
800,49
800,24
800,27
800,30
800,26
800,20
800,38
800,32
800,13
800,14
800,33
800,35
800,23
800,190
800,17
800,35
800,48
800,35
800,41
800,310
800,12
800,28
800,75
800,59
800,24
799.8792635,26.5
799.8511905,21.5
799.8012916,16.1
799.7987928,15.9
799.7630332,27
799.7311828,11.9
799.7148967,56.1
799.6801279,120
799.5178787,19.9
799.3874426,26.1
799.173269,23.2
799.1475759,30
799.0747555,76
799.0747555,76
798.9064399,26.3
798.691667,210
798.691667,210
798.676479,140
798.60948,170
798.490566,52.9
798.4790875,23.1
798.348245,23.2
798.2673267,12.9
798.2120051,25
798.1580967,20.8
797.9468035,17.1
797.9274611,30.8
797.8060334,32
797.6071785,16
797.4641308,23.9
797.1938776,150
797.1412864,29
797.0849465,35
796.9941933,70
796.9826173,24.3
796.9397514,50
796.9185815,120
796.6666667,23.9
796.5686275,26
796.2359754,22
796.0808328,26
796.0808328,26
796.0808328,26
796.0375022,45
796,19.9
795.5148117,420
795.1963648,24.5
795.1653944,25
795.1356408,34
795.101444,43.5
795.097423,25.3
795.0604753,94
795.0530035,18
795.0178879,180
795.0116913,51
795.0028393,28
795,47.7
794.9125596,30
794.8243993,12.9
794.7976879,22
794.4753407,260
794.4073721,100
794.2992012,87.5
793.9308398,45
793.166565,26
792.9515419,45
792.7927928,110
792.1837866,30
792.1419518,25
792.1140644,45
792.0792079,24
792.0792079,24
792.0792079,28
792,19.8
791.9447901,70
791.8552036,28
791.7656374,130
791.1392405,35
791.0870855,120
791.0074938,38
790.4761905,33.2
790.3225806,24.5
790.2735562,13
790.2015014,20
790.166813,36
790.1390645,25
790.1064926,23
790.0974454,30
790.0677201,28
790.0487477,47
790.0334245,26
790.0334245,26
790.0334245,26
790.0280899,180
790.0280899,45
790.02079,38
790.02079,38
790.0185246,290
790.0178916,340
790.0142203,50
790.0142203,50
790.0028727,27.5
790,39.5
789.8894155,25
789.7934386,26
789.7426368,85
789.4736842,150
789.3617021,37.1
789.1527369,110
789.0287432,42
788.9743334,79
788.9447236,47.1
788.8888889,21.3
788.8265046,170
788.6435331,50
788.1773399,32
788.0724175,74
788,19.7
787.6923077,320
787.6923077,320
787.5691784,18.5
787.5,25.2
787.2340426,18.5
787.0992513,41
786.9884575,120
786.9249395,130
786.9249395,130
786.7647059,21.4
786.6666667,23.6
786.440678,290
786.3401483,140
786.163522,35
786.0752386,42
786.0262009,45
786.0262009,27
785.4545455,270
785.2447042,21.5
785.2193995,17
785.1934941,28
785.1934941,28
785.1054284,35
785.1013328,43
785.0834151,40
785.0568489,87
785.0401341,89
785.0320555,60
784.9293564,30
784.9293564,30
784.893116,170
784.8443843,29
784.64923,32.1
784.6214202,20
784.4212836,28.6
784.2387146,20.5
784.1920132,37.9
784.0940913,56
784.0501792,35
784.0062721,40
784.0062721,40
783.5325365,17.7
783.5211146,91.1
783.1729693,35
783.1325301,15.6
783.1120191,23
782.5,31.3
782.3784304,65
782.3784304,65
782.122905,28
782.0646507,45
782.0469228,23
782.0442637,100
781.4285714,54.7
781.4285714,54.7
781.2057741,55.2
781.0894142,38
781.067848,67
781.0413885,23.4
781.0356653,91.1
780.5486284,31.3
780.4370447,120
780.3790412,14
780.3632236,110
780.306549,16.8
780.2340702,24
780.2340702,18
780.2340702,18
780.2050825,17.5
780.1980198,19.7
780.1899593,23
780.1899593,23
780.141844,27.5
780.141844,33
780.141844,22
780.1213522,27
780.1161103,43
780.1161103,43
780.1123362,37.5
780.096985,37
780.067832,29.9
780.0398318,70.5
780.0312012,35
780.0312012,20
780.0312012,45
780.0312012,35
780.0312012,30
780.0312012,25
780.0312012,60
780.0312012,30
780.0312012,60
780.0312012,95
780,78
780,31.2
780,15.6
779.9596256,85
779.8960139,45
779.8791187,40
779.1017415,34
778.5192247,24.5
778.125,24.9
778.0703854,130
778.0659504,42
778.0013414,58
777.9349364,110
777.9349364,110
777.3109244,18.5
777.1428571,170
777.1260997,47.7
777.1073322,42.5
777.0190723,33
776.9230769,20.2
776.5314927,180
776.5314927,180
776.2211284,20.5
776.2167197,100
775.4551585,34.5
775.3540784,150
775.1937984,23
775.1937984,13
775.1937984,26
775.1937984,30
775.1537388,150
775.1114886,36.5
775.1091703,42.6
775.1091703,35.5
775.1091703,35.5
775.0952986,30.5
775.0883873,28.5
775.073632,50
775.0699161,19.4
775.0602825,45
775.0356924,38
775.0356924,38
775.0269107,36
775.0269107,36
775.0135627,100
775.0117426,99
775.0098853,19.6
775,31
774.9753417,55
774.2934572,20
774.2257742,15.5
774.2078195,140
774.1935484,24
774.1650077,35
774.1269568,45
774.1269568,45
774.1222007,28
774.1027445,22
774.0774077,43
774.0398928,130
773.993808,60
773.938085,21.5
773.9263135,71
773.8528769,42.5
773.6842105,29.4
773.3333333,34.8
773.1092437,23
773.0881738,37
772.68431,32.7
772.5700831,210
772.5700831,210
772.4447878,220
772.4137931,22.4
772.1046077,31
772.0631904,130
772.0144753,160
771.9783385,67
771.8814611,11.2
771.7750827,210
771.1677683,24.5
771.0557533,26
771.0280374,99
771.0280374,99
771.0100231,30
770.5553164,17.9
770.1786815,25
770.156438,32
770.156438,32
770.156438,32
770.1421801,26
770.1083856,27
770.0770077,35
770.0770077,70
770.0770077,35
770.0600647,50
770.0534759,36
770.0413391,95
770.0413391,95
770.0351744,81
770.0101317,38
770.0033478,92
770.0033478,92
770,46.2
770,38.5
769.9796442,87
769.9414844,100
769.9275362,42.5
769.8229407,30
769.6536559,42
769.3333333,57.7
769.2307692,200
769.2307692,79.9
769.2307692,200
769.2307692,16
769.1301504,58.8
769.0942436,130
769.0515031,99
768.8448514,61.3
768.8284519,29.4
768.7379885,120
768.5352622,25.5
768.0491551,70
768.0491551,25
768.0235082,230
768.0189051,39
768,120
767.522994,48.4
767.3076923,39.9
767.0952659,210
767.0182167,240
767.0182167,32
766.8711656,37.5
766.2144499,170
766.2144499,170
766.2144499,170
766.1888285,31
766.1204512,36
766.1204512,36
766.0828286,46.8
766.057749,26
766.0167131,33
765.9574468,180
765.8797077,54.5
765.8643326,28
765.8189476,240
765.7869934,32.5
765.3061224,18
765.228038,25
765.1540245,23.1
765.1109411,50
765.0892604,27
765.0719168,75
765.0273224,63
765.0273224,56
765.0076501,85
764.8523657,64.5
764.5348837,26.3
764.5259939,150
764.2338556,100
763.9726578,19
763.7624111,130
763.546798,310
763.1257631,25
763.0939993,44
763.0939993,22
763.0751643,26.7
763.0675315,220
763.0311412,160
763.0311412,160
762.9616785,44
762.4633431,15.6
762.2641509,20.2
762.1339751,38
762.1121394,42
762.0164127,65
762.0164127,78
761.9047619,16
761.4213198,12
761.2456747,22
761.2087996,200
761.2087996,200
761.0993658,18
761.0959782,47.5
761.0350076,30
761.0350076,90
761.0350076,40
761.0350076,130
761.0350076,90
761.0216935,87
761.0112067,58.4
760.9860665,21.3
760.9756098,15.6
760.8695652,35
760.8366172,25.1
760.5633803,24.3
760.5016922,38.2
760.4562738,66
760.4562738,24
760.2153944,24
760.2153944,24
760.1572739,29
760.1351351,36
760.1162531,34
760.1133728,29.5
760.1038191,41
760.0950119,48
760.0857533,39
760.07094,60
760.0657354,37
760.0621869,44
760.0434311,28
760.0434311,28
760.0324281,75
760.0228007,40
760.0228007,160
760.0174216,34.9
760.0170244,250
760.0116925,26
760.0116925,26
760.0102015,29.8
760.005578,54.5
760,17.1
760,38
760,15.2
760,24.7
760,57
760,19
760,38
760,26.6
759.9901937,31
759.9746675,36
759.9746675,36
759.8784195,30
759.8784195,25
759.8784195,30
759.7597598,75.9
759.6970392,33.1
759.4361073,16.7
759.4361073,16.7
759.4361073,16.7
759.4361073,16.7
759.2053651,120
759.1861524,25
759.0890931,57
759.0666292,27
758.9534236,40.9
758.8774341,26.5
758.8692848,240
758.705084,68.2
758.4363515,22.7
758.2515611,17
758.0500894,33.9
758.0064431,80
757.9672696,44
757.9038545,140
757.8947368,28.8
757.7807848,140
757.626271,90.9
757.2570467,18
757.2489815,63.2
757.1501844,310
757.1501844,310
757.0186443,350
756.6666667,22.7
756.1929596,29
756.1869844,16.5
756.0483871,75
756.000756,160
755.7436518,12.5
755.5723461,100
755.5723461,100
755.3820974,120
755.1553877,26
755.1279724,41.6
755.0969041,30
755.033557,45
755.0154598,210
754.8309179,25
754.7760727,24.1
754.7169811,120
754.1263517,26.5
754.1046201,39.5
754.1046201,39.5
754.0603248,26
754.0444201,55
753.8461538,4.9
753.7688442,24
753.6764706,20.5
753.5321821,24
753.5164099,45
753.5139835,52
753.4983854,28
753.4730398,32
753.3333333,22.6
753.3193132,240
753.2467532,23.2
753.1194296,16.9
753.1106745,23
753.0454042,34
753.0120482,25
753.0120482,30
753.0120482,22.5
752.8011204,21.5
752.8011204,21.5
752.7272727,41.4
752.3322299,100
752.0746888,29
752.0493344,100
752.0111927,43
751.9640853,33.5
751.9310958,220
751.4866366,230
751.1737089,24
751.12669,210
751.0729614,42
751.0514721,75
750.3410641,11
750.3410641,11
750.30012,12.5
750.2420136,15.5
750.1875469,20
750.1875469,20
750.1875469,20
750.1875469,20
750.1875469,180
750.1875469,20
750.1875469,10
750.1875469,20
750.1875469,20
750.1630789,23
750.1630789,23
750.1630789,23
750.1609788,23.3
750.1442585,26
750.1442585,26
750.1442585,13
750.122971,30.5
750.1172058,32
750.1172058,32
750.1172058,32
750.1172058,32
750.1172058,32
750.1172058,32
750.1172058,32
750.1129688,16.6
750.111957,33.5
750.1071582,35
750.1071582,35
750.1071582,17.5
750.1071582,35
750.1071582,35
750.1071582,35
750.1071582,35
750.1071582,35
750.1071582,35
750.1071582,35
750.1071582,17.5
750.1071582,35
750.0986972,19
750.0986972,38
750.0986972,38
750.0986972,19
750.0914746,41
750.0914746,20.5
750.0876271,21.4
750.085237,22
750.085237,22
750.085237,22
750.085237,22
750.0797957,47
750.0797957,23.5
750.0750075,25
750.0750075,25
750.0750075,50
750.0750075,25
750.0750075,50
750.0750075,25
750.0750075,25
750.0750075,25
750.0750075,25
750.0750075,25
750.0750075,50
750.0750075,25
750.0750075,25
750.0707614,53
750.0707614,53
750.0707614,26.5
750.0669703,28
750.0669703,28
750.0669703,28
750.0610799,30.7
750.0604887,31
750.0604887,31
750.0604887,62
750.0551511,34
750.0551511,34
750.0551511,68
750.0551511,34
750.0534988,70.1
750.0506791,37
750.0506791,37
750.0487045,77
750.0487045,77
750.0468779,40
750.0468779,40
750.0468779,40
750.0468779,40
750.0436072,43
750.0421372,89
750.0407631,46
750.0394758,95
750.0394758,95
750.0394758,95
750.0394758,95
750.0394758,95
750.0340925,55
750.0340925,110
750.0340925,55
750.0340925,55
750.0340925,110
750.0340925,110
750.032329,58
750.0246719,76
750.0220595,85
750.0187505,100
750.0163047,230
750.0144234,130
750.0144234,130
750.0144234,130
750,18
750,24
750,45
750,42
750,30
750,240
750,75
750,30
750,22.5
750,49.5
750,60
750,15
750,42
750,24
750,21
750,36
750,15
750,90
750,24
750,21
750,12
750,27
750,90
750,42
750,15
750,21
750,24
750,81
750,30
750,15
750,60
750,22.8
750,33
750,24
750,11.7
750,15
750,30
750,30
750,120
750,42
750,22.5
750,57
750,60
750,36
750,63
750,35.4
750,33
750,27
750,12
750,15
750,21
750,34.5
750,18
750,30
750,120
750,23.4
750,27
750,45
750,45
750,60
750,18
750,30
750,12
750,36.9
750,30
750,60
750,27
749.9829549,110
749.9829549,110
749.9697593,62
749.9525346,79
749.9506611,38
749.9414108,32
749.9414108,32
749.9353504,29
749.9318244,55
749.8986623,37
749.8986623,37
749.8897221,17
749.8715973,29.2
749.8660953,14
749.85003,25
749.8295842,22
749.7656982,16
749.7656982,16
749.7273719,27.5
749.7116494,19.5
749.7116494,13
749.6940024,24.5
749.6740548,11.5
749.6592458,16.5
749.5590829,8.5
749.4004796,12.5
749.3352671,31
749.2881762,200
749.2641156,140
749.2211838,48.1
749.21017,49.8
749.2085825,21.3
749.0306662,170
748.9616668,220
748.8299532,120
748.6725664,42.3
748.5714286,26.2
748.3261126,38
748.2993197,16.5
748.0053191,22.5
748,18.7
748,18.7
747.8632479,140
747.6869217,29.9
747.6190476,15.7
747.6190476,15.7
747.3108134,39.6
747.2417252,14.9
747.1264368,15.6
747.1049682,20
747.0081561,98
746.9056765,35
746.3114989,130
746.2686567,11.5
746.2686567,19
746.0766658,58
746.0459564,25
746.0398569,29.2
745.8912769,23.6
745.8563536,27
745.7322552,24.9
745.594216,33
745.4323995,30.6
745.2093683,21
745.1991975,26
745.1991975,26
745.1564829,20
745.1403888,34.5
745.1403888,34.5
745.123822,34
745.0924201,52
745.0771687,42
745.0555405,55
745.0523865,32
745.049505,30.1
745.049029,77.5
745.0435661,59
745.0424929,26.3
745.0050796,66
745.0006535,57
744.9714428,30
744.9605609,34
744.9267917,29
744.8717949,58.1
744.7402718,160
